Timestamp UTC,Customer ID,Power GCP,Power PV,Power EVSE,Power Household,Connection,SoC,Target SoC
2021-08-15 00:00:00+00:00,6,347.3916433333337,-1.2872929888888887,0.010408275115111115,348.6685280471075,1.0,,0.3
2021-08-15 00:15:00+00:00,6,264.5211299999999,-1.2884917333333352,0.01298281524444442,265.7966389180888,1.0,,0.3
2021-08-15 00:30:00+00:00,6,295.3636755555557,-1.328677188888889,-0.003658812031888896,296.6960115564765,1.0,,0.3
2021-08-15 00:45:00+00:00,6,236.78710444444442,-1.3139634444444457,-0.015506814806666663,238.11657470369553,1.0,,0.3
2021-08-15 01:00:00+00:00,6,298.73159555555566,-1.2914418888888888,-0.004418898422222222,300.02745634286674,1.0,,0.3
2021-08-15 01:15:00+00:00,6,244.66040555555566,-1.3228634222222233,-0.008853977956666663,245.99212295573454,1.0,,0.3
2021-08-15 01:30:00+00:00,6,269.27782222222254,-1.332114466666667,-0.02162397763555558,270.63156066652476,1.0,,0.3
2021-08-15 01:45:00+00:00,6,380.97234333333336,-1.360532777777776,0.03215521722222226,382.3007208938889,1.0,,0.3
2021-08-15 02:00:00+00:00,6,339.1082422222229,-1.3839603666666658,-0.001925966152222221,340.49412855504175,1.0,,0.3
2021-08-15 02:15:00+00:00,6,248.6681111111113,-1.351913377777779,0.0027217946144444415,250.01730269427463,1.0,,0.3
2021-08-15 02:30:00+00:00,6,162.15012444444443,-1.3805114444444433,-0.026280531264444462,163.5569164201533,1.0,,0.3
2021-08-15 02:45:00+00:00,6,159.84275999999977,-1.4208074888888882,-0.03519993165666674,161.29876742054535,1.0,,0.3
2021-08-15 03:00:00+00:00,6,150.79172000000005,-1.414288588888888,-0.012552482949222232,152.21856107183817,1.0,,0.3
2021-08-15 03:15:00+00:00,6,149.86435444444444,-1.434247255555555,-0.01239601677222222,151.31099771677222,1.0,,0.3
2021-08-15 03:30:00+00:00,6,137.3362388888888,-1.492224055555556,-0.02044167095222224,138.84890461539658,1.0,,0.3
2021-08-15 03:45:00+00:00,6,192.8559355555553,0.27357755011111157,-0.01988229543222225,192.60224030087642,1.0,,0.3
2021-08-15 04:00:00+00:00,6,222.35750222222214,3.926660906666665,0.011930336771111116,218.41891097878437,1.0,,0.3
2021-08-15 04:15:00+00:00,6,191.73516555555548,-21.578631978999994,0.04643663780111112,213.26736089675435,1.0,,0.3
2021-08-15 04:30:00+00:00,6,136.82723121366664,-101.79611477777787,0.07786630019155558,238.54547969125298,1.0,,0.3
2021-08-15 04:45:00+00:00,6,-91.87948611111115,-264.3123211111113,0.09877825016222229,172.33405674983797,1.0,,0.3
2021-08-15 05:00:00+00:00,6,-215.24802633333337,-421.48279444444444,0.10319127379444451,206.13157683731663,1.0,,0.3
2021-08-15 05:15:00+00:00,6,-570.284375555555,-691.3379066666661,0.08828489770111123,120.96524621340994,1.0,,0.3
2021-08-15 05:30:00+00:00,6,-974.6334022222228,-1123.6011699999995,0.09789552467922219,148.86987225309744,1.0,,0.3
2021-08-15 05:45:00+00:00,6,-1301.8868099999988,-1495.8112999999998,0.07098278182844443,193.85350721817258,1.0,,0.3
2021-08-15 06:00:00+00:00,6,-1785.9620888888887,-1940.3657888888886,0.06648784838111113,154.33721215161873,1.0,,0.3
2021-08-15 06:15:00+00:00,6,-2133.810022222222,-2361.7183777777786,0.07763148922388892,227.8307240663328,1.0,,0.3
2021-08-15 06:30:00+00:00,6,-2503.4857222222226,-2726.149988888889,0.06620762230611105,222.5980590443601,1.0,,0.3
2021-08-15 06:45:00+00:00,6,-2846.922900000001,-3093.8622444444477,0.06861569318777785,246.87072875125898,1.0,,0.3
2021-08-15 07:00:00+00:00,6,-3194.3084222222233,-3424.988244444445,0.10624555791444448,230.57357666430747,1.0,,0.3
2021-08-15 07:15:00+00:00,6,-3457.283411111114,-3734.8272222222226,0.10977537570666668,277.4340357354018,1.0,,0.3
2021-08-15 07:30:00+00:00,6,-3944.5355333333364,-4088.5623666666706,0.12204135648400007,143.90479197685025,1.0,,0.3
2021-08-15 07:45:00+00:00,6,-4212.328155555555,-4394.534488888897,0.13510557274066679,182.07122776060106,1.0,,0.3
2021-08-15 08:00:00+00:00,6,-4578.276411111107,-4768.321333333333,0.16987040875444465,189.87505181347154,1.0,,0.3
2021-08-15 08:15:00+00:00,6,-4627.222655555557,-4780.904455555556,0.2235546343066669,153.4582453656918,1.0,,0.3
2021-08-15 08:30:00+00:00,6,-1824.6818999999969,-2260.2121666666694,0.28576452518777784,435.24450214148476,1.0,,0.3
2021-08-15 08:45:00+00:00,6,-2235.170331955557,-2879.3209888888896,0.23279200892766685,643.9178649244052,1.0,,0.3
2021-08-15 09:00:00+00:00,6,-5035.850388888893,-5634.594588888889,0.14411001926899994,598.6000899807275,1.0,,0.3
2021-08-15 09:15:00+00:00,6,-5242.992644444442,-5653.979366666668,0.23629817427888902,410.7504240479476,1.0,,0.3
2021-08-15 09:30:00+00:00,6,-3798.627133333335,-4127.88348888889,0.23656074855333334,329.019794807001,1.0,,0.3
2021-08-15 09:45:00+00:00,6,-5133.452233333342,-5498.888544444438,0.20874363940322205,365.22756747169285,1.0,,0.3
2021-08-15 10:00:00+00:00,6,-5630.844877777776,-6065.16528888889,0.07611229347755563,434.24429881763695,1.0,,0.3
2021-08-15 10:15:00+00:00,6,-5754.471322222218,-5929.3420666666725,-0.019083517425788878,174.88982796188023,1.0,,0.3
2021-08-15 10:30:00+00:00,6,-5733.121266666664,-5906.83978888888,-0.035420336217777765,173.75394255843383,1.0,,0.3
2021-08-15 10:45:00+00:00,6,-5709.369155555557,-5971.385155555548,-0.047959117767777795,262.0639591177592,1.0,,0.3
2021-08-15 11:00:00+00:00,6,-5774.763111111107,-5934.1479555555625,-0.0521315421577777,159.43697598661345,1.0,,0.3
2021-08-15 11:15:00+00:00,6,-5670.409755555556,-5906.217733333335,-0.04701933387222225,235.85499711165065,1.0,,0.3
2021-08-15 11:30:00+00:00,6,-5628.548611111108,-5807.258366666668,0.053786958357777755,178.65596859720236,1.0,,0.3
2021-08-15 11:45:00+00:00,6,-5539.442511111103,-5808.582477777774,0.2809776913100001,268.85898897536117,1.0,,0.3
2021-08-15 12:00:00+00:00,6,-5352.570155555553,-5609.948488888894,0.1504269716082223,257.22790636173215,1.0,,0.3
2021-08-15 12:15:00+00:00,6,-5245.2372999999925,-5529.953922222225,0.13053765610322215,284.586084566129,1.0,,0.3
